Article_Name,Link,About,Skills
Develop an Appointment App with React and Tailwind CSS,https://javascript.plainenglish.io/develop-an-appointment-app-with-react-and-tailwind-css-part-15-28b91e0137e9?source=topic_page---------14------------------1----------,Part 15. Setting up the sort,javascript
How to Get the Closest Number to a Number Out of a JavaScript Array?,https://javascript.plainenglish.io/how-to-get-the-closest-number-to-a-number-out-of-a-javascript-array-1eb31b18e836?source=topic_page---------15------------------1----------,"Sometimes, we may want to get the closest number to a given number out of a JavaScript array.",javascript
How to Unflatten a JSON Object with JavaScript?,https://javascript.plainenglish.io/how-to-unflatten-a-json-object-with-javascript-933d3c74768a?source=topic_page---------16------------------1----------,"Sometimes, we want to unflatten a JSON object with JavaScript.",javascript
How to Set the Keyboard Caret Position of an HTML Text Box with JavaScript?,https://javascript.plainenglish.io/how-to-set-the-keyboard-caret-position-of-an-html-text-box-with-javascript-fef7caa036a3?source=topic_page---------17------------------1----------,"Sometimes, we want to set the keyboard carte position of an HTML text box with JavaScript.",javascript
"10 JS Tips to Help You Code Smarter, Not Longer",https://medium.com/codesphere-cloud/10-js-tips-to-help-you-code-smarter-not-longer-1e411b1cd9f1?source=topic_page---------18------------------1----------,"Among the top reasons that developers feel burnt out are high workload, personal life, and inefficient processes.",javascript
How to use and reuse everything in SVG… even animations,https://medium.com/leniolabs/how-to-use-and-reuse-everything-in-svg-even-animations-d2c54eb3d905?source=topic_page---------19------------------1----------,by Mariana Beldi,javascript
Composing React Components,https://medium.com/brainly/composing-react-components-8d0b3560ffe6?source=topic_page---------20------------------1----------,How to avoid the Wrong Abstraction using Wet Code,javascript
What are Pure Functions?,https://javascript.plainenglish.io/what-are-pure-functions-95c7bd605e26?source=topic_page---------21------------------1----------,"Pure functions are incredibly restrictive, but that restrictive nature is what makes them so useful.",javascript
Frontend JavaScript Interview Coding Questions & Answers (2021),https://javascript.plainenglish.io/frontend-javascript-interview-coding-questions-answers-2021-12ce7bdef504?source=topic_page---------22------------------1----------,Brush up on the most common coding problems before diving into the FE interview.,javascript
JavaScript Promises: Let’s ‘Settle’ This Once and For All,https://javascript.plainenglish.io/promise-in-javascript-94ea3795c7ad?source=topic_page---------23------------------1----------,"Promises have been the most confusing topics for beginners in JavaScript. Two years before I was also like you, hesitating to discuss…",javascript
Automating templated file / folder structure creation in vscode,https://gaurav5430.medium.com/automating-templated-file-folder-structure-creation-in-vscode-69dfca56ac68?source=topic_page---------24------------------1----------,Automating a repetitive folder / file structure using a vscode extension,javascript
Algorithms: Best Time to Buy and Sell Stock,https://javascript.plainenglish.io/algorithm-best-time-to-buy-and-sell-stock-bf5309195a4b?source=topic_page---------25------------------1----------,Congratulations! You’ve been given the inside scoop on some stock prices for a week (without all the nasty ramifications of insider…,javascript
How To Use React Native Over The Air (OTA) Updates,https://medium.com/pagepro/how-to-use-react-native-over-the-air-ota-updates-9ce455fc204d?source=topic_page---------26------------------1----------,Over The Air updates is a powerful tool that you can add to React Native with ease. Learn how to add them to your app and why it’s worth…,javascript
"Happy Birthday, WWW — 30 years of mining a landfill for valid code",https://chrisheilmann.medium.com/happy-birthday-www-30-years-of-mining-a-landfill-for-valid-code-ae936c396e38?source=topic_page---------27------------------1----------,Today the World Wide Web is 30 years old. I’ve worked on it since 1997 or so and I saw a lot of technologies and design trends come and go…,javascript
The Problem with Returning Values from Async Await Functions,https://javascript.plainenglish.io/problem-with-returning-values-from-async-await-function-javascript-e99c94a47ca5?source=topic_page---------28------------------1----------,"In JavaScript it’s quite annoying sometimes when you’re not aware of how things work, you start scratching your head but you will not find…",javascript
Why WASM is not the future of Babylon.js,https://babylonjs.medium.com/why-wasm-is-not-the-future-of-babylon-js-5832b09c9b10?source=topic_page---------29------------------1----------,(at least for now)…,javascript
"Deployment Nginx with ExpressJS, MongoDB by SSH.",https://medium.com/@yinyuman96/deployment-nginx-with-expressjs-mongodb-by-ssh-b5d28607b403?source=topic_page---------30------------------1----------,Process of deploying a NodeJS or ExpressJS project using MongoDB on the VPS.,javascript
The Most Important Thing I Learned In Business as a Software Engineer,https://javascript.plainenglish.io/the-most-important-thing-i-learned-in-business-as-a-software-engineer-479aaa589ec?source=topic_page---------31------------------1----------,"Is writing code just writing code, where is the understanding at this stage, where have we made mistakes for years, and where are we still…",javascript
Rendering 3d offscreen: Getting max performance using canvas workers,https://itnext.io/rendering-3d-offscreen-getting-max-performance-using-canvas-workers-88c207cbcdc2?source=topic_page---------32------------------1----------,The OffscreenCanvas Web API enables us to transfer the ownership of Canvas DOM elements into workers.,javascript
Web APIs — A Brief Introduction for Beginners,https://javascript.plainenglish.io/web-apis-a-brief-introduction-for-beginners-75dae32e68a8?source=topic_page---------33------------------1----------,Do you know about the thing that surrounds the lives of developers? Brace yourself … APIs are coming.,javascript
Best JavaScript IDE and Source Code Editors for Web Developers,https://javascript.plainenglish.io/best-javascript-ide-and-source-code-editors-for-web-developers-7aaf99ba5423?source=topic_page---------34------------------1----------,Top JavaScript IDEs and Code Editors with noteworthy features,javascript
Data Structures: Linked List,https://dirklo.medium.com/data-structures-linked-list-85c9382f1fbb?source=topic_page---------35------------------1----------,"Last week I dove in to the hash table data structure, and while the implementation is pretty straight-forward, it often hinges on another…",javascript
