Article_Name,Link,About,Skills
A short narrative on solving Spark Streaming file sink problem,/@abhranshubagchi/a-short-narrative-on-solving-spark-streaming-file-sink-problem-674f7367ae98?source=topic_page---------23------------------1----------,"At work, my team has been writing a lot of data pipelines for both batch and streaming data ingestions and maintain ETL’ed data in S3, the…",data_science
How to avoid being intimidated by quantitative UX metrics,https://uxdesign.cc/how-to-avoid-being-intimidated-by-quantitative-ux-metrics-4327fd3827d8?source=topic_page---------24------------------1----------,How to filter out quantitative metrics that don’t matter,data_science
Best Quantitative Finance platforms for Algorithmic Trading,https://erma0x.medium.com/best-quantitative-finance-platforms-for-algorithmic-trading-e459255dd05?source=topic_page---------25------------------1----------,cTrader,data_science
NLP and ML to Neutralize Human Error in Data,https://thinkdataworks.medium.com/nlp-and-ml-to-neutralize-human-error-in-data-d2d4a340ef59?source=topic_page---------26------------------1----------,Discover the enterprise use case for deep learning entity matching with ThinkData’s entity resolution tool kit that connects disparate data.,data_science
Customer segmentation in utility retail using time series clustering,https://tech.gorilla.co/customer-segmentation-in-utility-retail-using-time-series-clustering-2640d0cfe8e0?source=topic_page---------27------------------1----------,"In my previous blog post we discussed various ways of quantifying similarity between different time series, intended as sort of a warm-up…",data_science
A Letter to Those Data Scientists Living in North America,https://pub.towardsai.net/a-letter-to-those-data-scientists-living-in-north-america-9039b1925f4e?source=topic_page---------28------------------1----------,How the latest pandemic may affect your career path forever,data_science
How Do You Know If Your Data Is Good Enough?,https://towardsdatascience.com/how-do-you-know-if-your-data-is-good-enough-174913ed2ad9?source=topic_page---------29------------------1----------,Our weekly selection of must-read Editors’ Picks and original features,data_science
Streamlit: Fastest way to build a web app for data science projects,/@sakshibol17/streamlit-fastest-way-to-build-a-web-app-for-data-science-projects-3801f7484e64?source=topic_page---------30------------------1----------,To use Streamlit run the following command: “pip install streamlit”,data_science
Switching to a Career in Data,https://towardsdatascience.com/switching-to-a-career-in-data-d99d340f6589?source=topic_page---------31------------------1----------,How to effectively sell yourself as a (new) data analyst,data_science
A one-character MLflow pull request,https://towardsdatascience.com/a-one-character-mlflow-pull-request-6d135437702d?source=topic_page---------32------------------1----------,"Last week I was tasked with writing a document about best practices for a team of data scientists to coordinate experiments using MLflow, a…",data_science
How to Create a Photo Mosaic in Python,https://towardsdatascience.com/how-to-create-a-photo-mosaic-in-python-45c94f6e8308?source=topic_page---------33------------------1----------,A look under the hood of photomosaics in Python,data_science
Top 7 Data Scientist Skills You Need in 2021,https://darshakrana.medium.com/top-7-data-scientist-skills-you-need-in-2021-1de958ca596e?source=topic_page---------34------------------1----------,You don’t need a university degree to be a data scientist.,data_science
From Prediction to Action — How to Learn Optimal Policies From Data (3/4),https://towardsdatascience.com/from-prediction-to-action-how-to-learn-optimal-policies-from-data-3-4-aa56c974a505?source=topic_page---------35------------------1----------,"In Part 1, we discussed the need to learn optimal policies from data. Policy optimization covers a vast range of practical situations and…",data_science
